tweet_id	tweet_text	class_label	text_length
1224974167172374528	سنتناول في #الفقرة_التحليلية اليوم من برنامج #مانشيتات_سودانية: - الصيحة: تشكيل دائرة خاصة للنظر في قضايا مسؤولي النظام السابق - المجهر: البرهان: التقيت "نتنياهو" لتحقيق مصالح الشعب برأيك.. هل لقاء البرهان ونتنياهو يحقق مصالح الشعب؟ #سودانية24 | #بلد_في_شاشة	No	282
1224978520771833856	الكيزان في لحظة استشراف يصفون أنفسهم بأنهم من رفضوا التطب و الحقيقة لو وافق نتن ياهو لهرولوا له و فتح التي هدمت قضية فلسطين بأوسلو تتحدث عن طعنة في الظهر و العرب الذين تآمروا على السودان كما فلسطين يمارسون دور الأستاذية في تقديم النصح القومي نرفض التطب قبلكم و دونكم	No	270
1224978664795885568	@AJArabic اذا كانت السعودية التي يثمل بها الاسلام ف وقتنا الحاضر تعمل علاقة مع اسرائل لماذا يحقدون علي السودان ، القاء الذي جمع البرهان ونتنياهو تبا لكم ايها الحااااقدون #السودان_يطبع_مع_اسرائيل #السودان_اسرائيل	No	211
1224979133891010304	والبرهان..والتطب مع إسرائيل * والجملة من يشترك فيها هو -صناعة التعوّد - خطوات الهدم - هدم العقل - مشروع القرن - مشروع.. السودان خمس دول -مشروع حكومة لمهمة واحدة تُنفِّذها ثم تذهب.... إسحق فضل الله	No	198
1224979639652769536	وصف السفير الرشيد أبو شامة أستاذ القانون الدولي بمركز الدراسات الدبلوماسية الموقف العربي تجاه القضية الفلسطينية بالمهتز وأشار إلى أن دعوة أمريكا لرئيس مجلس السيادة عبد الفتاح البرهان لزيارة واشنطن مرتبطة بالمساومة لإسقاط السودان من قائمة الإرهاب وقال إن لقاء البرهان ونتنياهو	Yes	275
1224980455210078208	رحب رئيس الوزراء د. حمدوك بالبيان الصادر من رئيس مجلس السيادة حول لقاء #البرهان_نتنياهو . وأكد أن حكومته ستظل ملتزمة بالمضي قدماً لإنجاز مستحقات المرحلة الانتقالية. واعتبر حمدوك أن الطريق إلى التغيير الحقيقي في السودان مليء بالتحديات والعقبات ومع ذلك يجب أن الالتزام بالأدوار.	Yes	300
1224981875590037504	تحليلي لموضوع التطب أنه ببساطة حيلة سياسية من نتينياهو قبل انتخابات مارس ، نتينياهو عليه ضغوط انتخابية مستمرة و تحقيقات جدّية من وزارة العدل الاسرائيلية. فتح أجواء السودان للطيران الاسرائيلي و زيارات نتينياهو الأفريقية و مشروع صفقة القرن كلها كسب نقاط للانتخابات لا أكثر.	No	273
1224982040795283456	@nancy_mahjoub @fyad_Elsidig باعتبارك اعلامية ولك دور كبير في تنوير العالم و لانك تحدثت بأن الإمارات لها دور كبير في الموضوع ولم تتطرقي لدور قطر مع الكيزان حين كانوا يمتصون دم الشعب السوداني ويآوون الارهابيين وحين كانت قطرتبارك علاقة السودان بايران وبن لادن وكل الحركات الارهابية (هذا لاني اني مع التطب)	No	308
1224984179802361856	تطب السودان العلني لعلاقاته مع اسرائيل ما هو الا استجابة لمطالب مفروضة من دول محور الامارات و السعودية, مهندستا التطب السري الحقيقي. #صفعه_القرن #الجزائر #صفقة_ترامب	No	169
1224985974536658688	المشكلة مافي التطب المشكلة انو المشى يطبع دلاهة بكون ودوهو اتصور الصورتين ديل الاسرائليين قالو السودان طبع معانا و الفلسطينين شتمونا و خوننونا و الأخ البرهان ما جا بي فايدة من الموضوع   غايتو منتظرين ثمار صورة نتنياهو و البرهان	No	233
1224986187011645440	إستفتاء للسودانيين حول خطوة الدعوة #للتطب مع اسرائيل، عند رفض التطب سيجابه السودان المثقل بالهموم أصلاً بمزيد من التحديات و الضغط الإقتصادى ...الخ ، هل فعلاً ح نقدر ع المقاطعة و ما هي الخيارات المطروحة لبناء ونهضة السودان #تحديات_الفتره_الانتقاليه	No	251
1224987700064813056	@SUDTwittForum تصرف أخرق و غير مسؤول و هو تعدي واضح و صريح ع الوثيقة الدستورية ، هذه المقابلة ستسهم بالتأكيد في رفع السودان من قائمة الإرهاب ، و لكن اعتقد لو كان عندنا وزارة خارجية قوية كان عرفنا نخرج بأقل الأضرار و بدون التطب #لقاء_البرهان_ونتنياهو	No	251
1224988534026559488	تقرير خاص | حتى بضعة أعوام كان الحديث عن التطب مع إسرائيل من المحرمات في السودان، وكانت الشوارع في الخرطوم تهدر بالمظاهرات المنددة بالعدوان الإسرائيلي المتكرر على لبنان وغزة.. | #البرهان_نتنياهو	No	220
1224990490313084928	الكيان الصهيوني بعد ما طبع مع السودان و يضغط على المغرب بورقة الصحراء الغريبية ، ها هو النتن ياهو يصرح انه هدفه القادم هو الجزائر ،..هل ستقع الجزائر في الفخ و تغير رايها حول القضية الفلسطينية بعد قرون من الدعم وهل سيكون لرئيس الجزائر نفس موقف رئيس تونس بإعتبار التطب خيانة عظمى!	No	280
1224993549143494656	قلتو لي اخلاقياً براهان المفروض ما يقعد مع نتنياهو علشان زول بقتل في شعب طيب براهان دا نسيتو عمل شنو في شعبو زاتو انا صراحة شايف نتنياهو اخلاقياً الفروض ما يقعد مع برهان #لقاء_البرهان_ونتنياهو	No	192
1224993550670143488	بابا سافر مكة جاب لي حتة كعكة و الكعكة في لستة الإرهاب و اللستة عند الأمريكان و الأمريكان عايزين تطب و التطب عند اسرائيل و اسرائيل عايزة الأجواء و الأجواء عند السودان و السودان عايزيش.. السودان عايزيش السودان عايزيش السودان عايزيش السودان عايزيش	No	264
1224994373043212288	تعميم البرهان الصحفي بكون كتبو ليه أمين حسن عمر   .. كلام ساي والسلام، مراوغة ومواربة في الفاضي .. لا أروى ظمأ المهرولين نحو التطب ولا أعطى الممانعين التطمين الذي بحثوا عنه خلال المتن .. #زمن_الغتغته_والدسديس_مستمر #تحديات_الفترة_الإنتقالية #السودان_يطبع_مع_إسرائيل	No	268
1224997228491825152	الفلسطينين نظرتهم لأي بشرة سوداء هم عبيد ودي حقائق مسبته ولا تجني ، أهل البكاء غفروا والجيران كفروا ، رغم الإلحاح من داخلي للكتابة عن مقابلة البرهان ونتنياهو في اوغندا إلا أنني سوف اتخلص عن هذه الرغبة المدمرة بكتابة حقائق تاريخية فقط	No	233
1224997711612710912	قطر اكثر دوله متحامله على لقاء البرهان ونتنياهو. انتم فعلتوها من قبل كلكم خونه لايزايد واحد على الاخر	No	125
1224999383713882112	بعد لقاء #البرهان_نتنياهو هنالك سيناريو واحد ، وهو ان السودان يتم حكمه حكم عسكري مدعوم عربياً من حلف #التطب مع الصهاينة وأن ما حدث لم يكن ثورة بل إنقلاب على حكم الإنقاذ لتلكؤها وترددها في عملية التطب . أما قط قحت فالقانون لا يحمي المغفلين إن لم يكونوا شركاء	No	287
1225000883513106432	سيحتاج السودان لعلاقات مع الكيان الصهيوني واتمنى ان يكون وفقاً لما يحتاجه السودان وشعبه. حكومتنا ليست واضحة ولا تمتلك اي شفافية لذلك لن تكون العلاقة مع اسرائيل واضحة وخاصةً مع تدخل الامارات وتخطيطه لكل شئ. #السودان_والتطب_مع_اسرائيل	No	234
1225003514713104384	السودان: وزير الاعلام: هذا هو موقفي تجاه لقاء البرهان ونتنياهو	No	86
1225004765974875904	كل العرب حجّوا او يحجون الى إسرائيل سرا وعلانية ويطالبوا السودان فقط بمعاداة اسرائيل؟! ا وحدنا المسلمين ف هذا الكوكب؟ لسنا عربا ولا فلسطينيين اكثر منكم فمن له مشكلة مع إسرائيل فليحلها بعيدا عنا يكفي ان تتركونا ف حالنا #البرهان_نتنياهو	No	235
1225006151454134272	تباين في لقاء #البرهان_ونتنياهو ومسؤول: خطوة جريئة #صحيفة_الوطن	No	87
1225007407903989504	لقاء سري نظمته #أبوظبي بعلم حكومات السعودية ومصر بين عبد الفتاح البرهان ونتنياهو لتطب العلاقات بين الاحتلال والسودان والمواطنون السودانيون يردون: * تسقط الصهيونية * عاش نضال الشعب الفلسطيني * يا للخزي والعار أن يجلس سوداني على طاولة واحدة مع نتنياهو	Yes	275
1225007410131152896	العالم العربي يزحف نحو التطب مع الإحتلال الإسرائيلي بعد اشهر من الإنقلاب العسكري وبعد ان كانت السودان في طلائع الداعمين للقضية الفلسطينية الرئيس الجديد البرهان يلتقي نتنياهو مع العلم ان لا حدود ولامصالح تجمع الإحتلال ب السودان سوى الإنبطاح العربي #السودان_يطبع_مع_اسرائيل	No	273
1225008542324862720	يهمنا أنمل السودان لمصلحته، فسودان قوي لصالحنا جما، لكن إسرائيل ومن معها لا يجلبون إلا الذل والخراب، وهي سبب الأزمات والمشاكل في الشرق الأوسط،ولن تكون سبب الحل. #السودان_والتطب_مع_إسرائيل	No	194
1225010819269709824	شاهد أول تعليق لحمدوك حول لقاء البرهان ونتنياهو	No	71
1225011755895619584	إن لم تستحى فأفعل ما شئت ينتقدون التطب و يقولون ان التضارب الحالى تسبب فى حالة الفساد المستشرى. كل الناس لها الحق تفتى و تنتقد الا انتم لأنكم أول من فرط فى سيادة البلد و بعتوه للغرباء. المؤتمر الوطنيلن مناهضة تطب السودان مع إسرائيل - النيلين بـ	No	275
1225013483223310336	ابراهيم الشيخ : قوي الحرية والتغيير عجزت وتمام ونحتاج إلى ثورة تصحيحية . السوداني الدولية . #لقاء_البرهان_ونتنياهو	No	114
1225013667042856704	البرهان بلقاء نتنياهو اتجاوز صلاحياته الدستورية كرئيس مجلس سيادي "تشريفي" فما هو موقف الشركاء في الحرية والتغيير من هذا التجاوز موقف الشيوعي بعزل البرهان اقوي منكم   #البرهان_نتنياهو	No	182
1225014696287330304	أنا " مصعب " من "السودان " ضد التطب وضد الكيان الصهيوني، وضد المطبعين والمتصهينين، وضد صفقة القرن، وفلسطين للفلسطينيين أرض عربية، عاصمتها القدس #تسقط_صفقة_القرن #سودانيون_ضد_التطب #صفقة_القرن_لن_تمر	No	226
1225016449246384128	اخطر ما في مسألة جر السودان للتطب ان هناك توجها في المنطقة، تقوده عواصم عربية نافذة، يريد ان يؤسس لمقاربة تقول ان العلاقة مع اسرائيل هي شرط وضمانة وجود .... #السودان_يطبع_مع_اسرائيل #البرهان_نتنياهو #تسقط_صفقة_القرن	No	217
1225021190173011968	#لقاء_البرهان_ونتنياهو تم وانتهى وخرج الى العلم بإرادة نتنياهو الذي خرج علينا بانه حصل على الموافقة على تحليق الطيران الاسرائيلي فوق اجواء السودان ولكن تبقى الأسئلة المهمة قائمة: 1- على ماذا اتفق البرهان مع نتنياهو. 2- من الذي يرسم سياسة السودان الخارجية من خارج الحدود	No	269
1225024863678627840	الجيش السوداني يؤيد مخرجات إجتماع البرهان ونتنياهو	Yes	74
1225024928052846336	يحدث الان القصر الجمهوري يقدم دعوة لقادة الاجهزه الاعلامية لحضور تنوير اعلامي من رئيس مجلس السيادة الفريق أول عبد الفتاح البرهان بالقصر الجمهوري #السودان_يطبع_مع_اسرائيل #البرهان_نتنياهو	No	210
1225025824577015808	يريدون التطب مع أمريكا و يرفضون التطب مع إسرائيل.. يذكرني هذا بالزوجة التي تحب زوجها و تكره أمه   #السودان_يطبع_مع_اسرائيل #تحديات_الفترة_الانتقالية	No	153
1225025978726068224	@sariorabi @omarDZ61100051 @ghadaoueiss وهل السودان تامر عليكم؟ السودان يدفع حساب مؤتمر اللات الثلاثه الي اليوم والدول الموقعه هرولت . الي التطب واليوم تدعون اننا نتأمر عليكم   كنت اعلم انكم شعب يحمل عقليه مختلفه و مفهوم مختلف وبررت كثيرا أسلوب الفلسطيني المغترب لذلك لا اسف عليكم بما تمحلون من ضغاين	No	302
1225027519587463168	متى يفهم الطغاة والعسكر ان الشعب هو مصدر الشرعية وان العلاقة مع اسرائيل ليست مصدرا للشرعية وليست الطريق الى واشنطن! #السودان #السودان_والتطب_مع_اسرائيل #السودان_يطبع_مع_اسرائيل	No	179
1225032224933851136	قيادات الجيش تدعم لقاء البرهان بنتنياهو ومخرجاته بما يحقق المصلحة العليا للامن الوطني والسودان في اجتماعهم بالقيادة العامة اليوم . #لقاء_البرهان_ونتنياهو	Yes	177
1225033800834519040	@AsmaAMirghani نعم،تصريحه مستفز جدا،ليته قال وددنا لو حافظ السودان على موقفه المساند للقضية الفلسطينية،لكن العرب كعادتهم يغمضون اعينهم عن كل بائن و يبحثون عن ما وراء الكواليس،لديك دول عربيه مطبعه علنا و سرا و لم يمسها الفلسطينيون ببنت شفة،انا ضد التطب لكن الفلسطينيين هم من يحتاجون للعظات	No	290
1225034818498572288	الاحتلال الإسرائيلي الذي كانت له اليد الطولى بتفتيت السودان ودعمت انفصال جنوبه، يقول العسكري عبد الفتاح إن ثمة مصلحة للشعب السوداني في التطب معه! لا يدرك المطبّعون أنهم أدوات يستثمرها نتنياهو في معاركه الداخلية قبل أن يحولهم إلى مسامير أخيرة في نعوش بلادهم #البرهان_نتنياهو	No	275
1225034874379276288	@AsmaAMirghani البرهان خطوته لا يمكن تفسيرها الا في اطار التواطؤ مع دول اقليمية تسوق له التطب على انه داعم لاطماع العسكر في حكم السودان ،وطوق نجاة لمشاكل البلاد. البرهان خالف الدستور و يجب ان يحاسب ،فلا احد فوق القانون اتوقع ان يقوم الكثيرين برفع قضية في المحكمة الدستورية ضدهذا التصرف الأهوج	No	294
1225035240319655936	كان هذا في آخر حوار للرئيس البشير قبل الإطاحة به، أجريته معه لفائدة قناة المستقلة يوم 4 يناير 2019 في #الخرطوم.. رفض #التطب قطعيا. اليوم أسأل جم الذين فرحوا بالإطاحة به داخل #السودان وخارجه. انظروا حصاد عهد (قحط) الجديد. هل ترون خيرا؟ تطب مهين، وغلاء مرعب في المعيشة، و.....	No	304
1225038148348141568	@Moniem_suleiman اي دولة عربية موقعة اتفاق مع اسرائيل او عندهم مكاتب تجارية او قنصلية اسرائيلية في بلادهم ليس من حقها تتحدث مجرد حديث عن اللقاء الذي تم بين البرهان ونتنياهو في كمبالا .	No	184
1225039324691009536	احتجاج لجنة المقاومة بالفتيحاب على تجاوز رئيس مجلس السيادة صلاحياته بتطبه مع الكيان الصهيوني ورفضت اللجنة التطب بكافة اشكاله، وقوفاً مع القضية الفلسطينية ودعماً لمبادئ الثورة. #سودانيون_ضد_التطب	Yes	224
1225041274971009024	بيان القوات المسلحة دا انقلاب عديييل . #لقاء_البرهان_ونتنياهو	No	61
1225041300367560704	لو كان في المدنيين " قحت " شرفاء لوضعوا البرهان في موقف حرج بحملة أستقالة جماعية علي الهواء مباشرة كان الرد الاقوي هو أستقالة رئيس الوزراء ووزيري الخارجية والإعلام ولكن ثقافة الاستقالة دي مرحلة متقدمة من بناء المؤسسات والمسؤولية ! #البرهان_نتنياهو	No	247
1225041449865162752	#حمدوك "المدني" يرحب بمبررات #البرهان "العسكري" بعد لقاء نتانياهو. ومع ذلك يصرخ حراك الجزائر "مدنية" ماشي "عسكرية". #البرهان_خان_السودان	No	136
1225041972819365888	صديق سوداني دمه عسل أرسل : الجيش اللي بارك مجزرة القيادة أكيد يبارك ويهني بلقاء البرهان ونتنياهو .	No	98
1225044093170016256	@dVtiLCbv8FSOmzu لم يقبض جنوب السودان من الكيان الصهيوني فلسا نتيجة التطب سوى الخراب، و لن يقبض غيره إلا نفس المقابل تحصيلا للنتيجة نفسها.. تربت يدا دولة بقيت على العهد مع فلسطين المسلمة ...	No	192
1225045195949060096	مسألة التطب مع الكيان الصهيوني هي مسألة أخلاقية قبل أن تكون سياسية شعار الثورة السودانية المجيدة التي خرجت تنادي بالحرية والسلام والعدالة لا يتوافق مع الكيان الصهيوني الذي ينتهك كرامة الإنسان الفلسطيني ليل ونهار. #صفقة_القرن #لقاء_البرهان_ونتنياهو #تحديات_الفترة_الانتقالية	No	275
1225047269549969408	بالنسبة #للفلسطينين الحرقو علم #السودان و اتكلمو في الشعب السوداني عامه. التضب عامة الشعب م راضيهو ما علشانكم بس علشان #القدس ونحن يا#الشعب_الفلسطيني لما غضبنا في التطب ما علشانكم لانو عارفنكم باين القضيه من زمان بس المهم عندنا القدس #القدس_إسلامية	No	254
1225048261658128384	@ajmubasher كل الدول التي نسقت اللقاء بين البرهان ونتنياهو يشكلون محور الشر وقاموا بخيانة عظمى بحق القضية الفلسطينية التي هي قضية عربية وإسلامية بما أن التطب يشجع الإحتلال.	No	174
1225050851347247104	الناس اللي بتبرر لقاء البرهان ونتنياهو بالحنك الاقتصادي والعقوبات وقائمة الارهاب وهكذا وهكذا...الخ طيب لي بالذات مع إسرائيل وأمريكا؟ لي ما الصين وروسيا مثلاً؟ ..	No	161
1225053390167777280	السيد رىىيس الوزراء حمدوك يحتاج الي مجلس استشاري من حوالي ٥٠ شخصيه لا انتماء لهم غير سودانيتهم في تخصصات مختلفه شخصيات كانت بالداخل لا بالخارج وما خاب من استشار. التحديات كبيره كبيره وأكبر من كبيره #تحديات_الفتره_الانتقاليه #استكمال_هياكل_السلطه #لقاء_البرهان_ونتنياهو	No	268
1225054833406889984	شاهد | بعد ترحيب حكومي.. الجيش يؤيد تطب البرهان مع "إسرائيل" | #البرهان_نتنياهو	Yes	129
1225056486847463424	تقرير خاص | مع تطورات الأحداث في #السودان، ورحيل البشير من الحكم، عاد من جديد وبقوة تصدر العلاقات السودانية الإسرائيلية المشهد السياسي، وعاد الجدل حول حكم العسكر الذي يتجه نحو التطب مع تل أبيب، ليضع تساؤلات عما ستشهده الخرطوم خلال الفترة القادمة..	Yes	273
1225057983555690496	كر علي . البرهان دا حزين كدا مالو . #لقاء_البرهان_ونتنياهو	No	82
1225059832165806080	  اترتجون من هذه الأمة ان تنهض بوجود سيسي وحفتر وبرهان وعيدروس ؟؟ #السودان_يطبع_مع_اسرائيل	No	121
1225060645437169664	بعد فترة من الزمن اكتشف العالم العربي أن ما حدث في #السودان هو ثورة الشعب الإسرائيلي وليست ثورة الشعب السوادني.. وفي كل الأحوال لقاء البرهان مع نتنياهو هو دعمًا لتصفية القضية الفلسطينية وتأييدًا لصفقة القرن #السودان_يطبع_مع_اسرائيل	No	231
1225060693260541952	@AJABreaking الجزيرة تقتص فقط الخبر الذيجبها، كانت تقول ان لقاء البرهان ونتنياهو حصل بترتيب سعودي إماراتي، وهاهو البرهانلنها ان اللقاء حصل بترتيب امريكي،ني كذب الجزيرة وأيضاً أثبت أن قطر تريد شيطنة السعودية بحملة اكاذيب مرتب لها مع قناة BBC.	No	250
1225062028936667136	نشرة الظهيرة| ضحايا سجون الانقلاب وتواصل الرفض لصفقة القرن ودلالات لقاء البرهان ونتنياهو	No	112
1225062029691514880	السودان: أخطر تقرير .. السيناريو الأسوأ للقاء البرهان ونتنياهو	No	86
1225064005519249408	#البرهان_خان_السودان هل حافظ الأردن على ارضه بالتطب هل حصل أي من المطبعين على فائدة واحده من إسرائيل فقط الامارات تتجسس على العرب وتسخرهم لخدمة اسرائيل وهاهو البرهان يثبت أنه سيسي السودان وان الفترة الانتقالية تطابق اتفافية الخليج في اليمن وتسير على نهج انقلاب مصر	No	266
1225064656382889984	ناكر الجميل، علم السودان رائدة الثورات يحرق في فلسطين و اعلام الصهاينة ترفرف داخل القدس شكرآ على الرد المخزي #السودان_والتطب_مع_إسرائيل	No	161
1225065081198858240	أمريكا عرضت عالحكومة السودانية تلغي السودان من قائمة الإرهاب وع المغرب باعترافها باحتلال الجزيرة الغربية مقابل التطب، و تم القبول. بالمناسبة هيدي الشعوب يلي وقت اجت تثور قالوا عنها صهاينة أمريكان #يسقط_حكم_الصهيونية	Yes	217
1225068574429065216	البرهان دا جاب ليكم الزيت يا مجلس الوزراء (حمدوك)@SudanPMHamdok الذي تنكروا بعدم علمهم بهذه الزيارة بين نتنياهو والبرهان . تبا لك ايها المجلس #لا_لبصقة_القرن #السودان_يطبع_مع_اسرائيل	No	206
1225069741557133312	هل يقصد البرهان في موضوع العيش ضمن المنظومة الدولية مثل الآخرين ، بأن لا عيش ضمن المنظومة بدون علاقة مع الكيان الصهيوني المحتل؟ #السودان #البرهان_نتنياهو	No	153
1225071582718177280	المجلس السيادي الانتقالي في السودان يصدر بيانًا حول طبة اللقاء بين عبد الفتاح البرهان ونتنياهو  #أحبار_العربي	No	135
1225071956082466816	قيادي في مجلس السيادة السوداني يستقيل من منصبه احتجاجًا على لقاء البرهان ونتنياهو..	Yes	106
1225073735482462208	 ً                                   السيادة يتقدم باستقالته #سودانيون_ضد_التطب	Yes	182
1225074175934640128	قناة الجزيرة بدل كل مرة يحشونا بأخبار البرهان ونتنياهو .. جمبهم مكتب العلاقات الاسرائيلية ممكن يستضيفوهم يورونا مكاسب التطب مع قطر شنوني  عشان نقيم الحالة قبل ما نخندق رسمي !	No	180
1225075355767037952	القيادي في الحزب الشيوعي السوداني محمد عثمان: أتوقع أن يرد الشعب السوداني ردًا قويًا على لقاء البرهان ونتنياهو. #التلفزيون_العربي @Naboumerhi	No	165
1225076138340507648	مدير السياسية بمجلس السيادة بالسودان رشاد فراج يستقيل من منصبه بسبب لقاء البرهان و نتنياهو #السودان_والتطب_مع_إسرائيل #الرقابه_وضبط_الاسعار	Yes	165
1225076258196856832	كل الدلائل والبراهين علي ارض الواقع تؤكد ان (قحت) باعت الثورة والشهداء منذ فض الاعتصام وتوق الاتفاق مع المجلس العسكري وتلكؤا في تعيين الولاة المدنيين وتشكيل المجلس التشري اكبر دليل على عملية الب . #لقاء_البرهان_ونتنياهو	No	225
1225076739543588864	#لقاء_البرهان_ونتنياهو البرهان: -أخطرت رئيس الوزراء عبد الله حمدوك بلقاء عنتيبي قبل يومين من موعده -اللقاء مع نتنياهو انعقد بترتيب من الولايات المتحدة -اللقاء مع نتنياهو سيسهم في اندماج السودان في المجتمع الدولي -اللقاء مع نتنياهو لم يكن تغولا على الجهات التنفيذية في السودان	Yes	275
1225077744825925632	@Rofaidayassin رغم اختلافنا مع البرهان و تجاوزه لمهامو التشريفيه في تغولو علي صلاحيات مجلس الشعب و ووزاره الخارجيه إلا اننا كسودانيون ضقنا ذرعا بالحروب الدونكيشوتيه نبارك خطوه البرهان(الوسخان) لأن السودان فعلا في حوجه اليها بعيدا عن المثاليات او العنتريات. #البرهان_نتنياهو	No	273
1225078313464598528	#البرهان_خان_السودان المتحدث العسكري (لقاء البرهان بالنتن يهدف إلى تحقيق مصلحة السودان العليا) هزلت مادامت مصلحة السودان العليامرهونة برضا الكيان الغاصب المحتل لقائهم يهدف إلى ارضاءاسياده الامارات والسعودية ومصر(محور الشر) فضحه النتن واسعدقلوب المتصهينين العرب فقالوا(كلنامنبطحون)	No	280
1225079280482365440	لقاء البرهان ونتنياهو: "خيانة" أم "تحقيق لمصالح مشتركة"؟ #السودان #تحديات_الفتره_الانتقاليه	No	115
1225080022701989888	السودان: استقالة مسؤول رف احتجاجاً على لقاء البرهان ونتنياهو	Yes	86
1225080408011833088	شبه الصادق المهدي الاقتصاد السوداني بـ "شملة بت كنيش" هسي كل ما نقول إنو الوضع ماشي ينستر مع المكون العسكري بتتقدا من حته ودا لانو حكومة ثورتنا مش حكومة كفاءات سياسية وإلا ما كان #لقاء_البرهان_ونتنياهو وبقينا في كلمتو وما كلمنا.. #تقييم_اداء_الحكومه #تحديات_الفتره_الانتقاليه	No	279
1225081578990317568	#عاجل الجزيرة: استقالة مدير الإدارة السياسية بالمجلس السيادي السوداني احتجاجًا على لقاء البرهان بنتنياهو. #سودانيون_ضد_التطب	Yes	126
1225081606903402496	الحاصل دا انقلاب عسكري كامل الدسم #البرهان_نتنياهو #تحديات_الفتره_الانتقاليه	No	76
1225082072122957824	1/9 من مقالي: في منطقتنا؛ الأمور في ظواهرها غير بواطنها، خذوا الهجوم المكثف ضد السودان ورئيس مجلسه عبد الفتاح البرهان. الحجَّة ضد لقاء #البرهان_نتنياهو في أوغندا، أما المحرك الحقيقي وراء الهجوم فليس غير جماعة الإخوان انتقاماً	No	249
1225082077714026496	2 الجماعة ناقمة لأنها خسرت الحكم العام الماضي. ويتم اجتثاث الآلاف من منسوبيها في المؤسسات التعليمية والأمنية والاقتصادية التي سطت عليها الجماعة خلال حكم البشير السابق. في ظل استهدافه صار لقاء الساعتين بين #البرهان_نتنياهو مضطرًا لحماية مصالح بلاده .	No	273
1225083305445425152	لقاء البرهان ونتنياهو يجري على حسب سيناريو فض الاعتصام  	No	56
1225083445426249728	السودان: استقالة مسؤول رف احتجاجاً على لقاء البرهان ونتنياهو	Yes	110
1225084584297103104	من لم يصدق ان القائمين على الحكم الانتقالي في #السودان يطبعّون العلاقة مع اسرائيل قال ان عبد الفتاح البرهان يتجاوز الوثيقة الدستورية، فأتاه الجواب بمباركة عبد الله حمدوك للقاء مع نتنياهو ثم تأييد الجيش السوداني. #البرهان_نتنياهو #السودان_يطبع_مع_اسرائيل #السودان_يرفض	No	267
1225086780459929600	قطر دايرة تخرب العلاقة بيننا و بين حكومتنا و نحنا ما بنديها فرصة لان علاقتها باسرائيل البقت واضحة و معروفة هيخلى السودان فى قلق و توتر زى الخط الموبوء الفتح بين الدوحة و الخرطوم. #السودان_والتطب_مع_إسرائيل #السودان @mustaf1000	No	252
1225087117900091136	والله حيرتونا معاكم حمدوك زاتو طلع عميل وكمان عارف بالزيارة قبل يومين #السودان_والتطب_مع_اسرائيل #سودانيون_ضد_التطب	No	143
1225087557559603200	#البرهان #السودان_والتطب_مع_اسرائيل #السودان كل من يهاجم السودان في علاقتها مع اسرائيل لديهم علاقات مع اسرائيل نفسها.. السودان ستختار الطريق الذي يخدم مصالح شعبها ولن تلتفت للشعارات الزائفة التس أضرت بهذا البلد الشقيق كثيرا وعزلته عن العالم	No	242
1225087923638427648	عبدالواحد محمد نور: النخبة السودانية منذ الاستقلال حددوا لنا من أعدائنا ومن أصدقائنا. الدولة السودانية التي كانت تبيد شعبها في #دارفور لم تحرك الأحزاب والنخبة السودانية لتتظاهر ، وتخرج لمناصرة القضية الفلسطينية. #البرهان_نتنياهو #السودان	No	261
1225088202190487552	أزمة وقود في السودان ، وفي نفس الوقت البرهان يدرس مزايا وعيوب العلاقة مع اسرائيل .. صدفة .. صح #السودان_والتطب_مع_إسرائيل #السودان	No	180
1225088342892609536	يجب أن لا نعطى اذننا لمن لا يريد الاصلاح و تخريب السودان و بين الشعب و الحكومة ومل لحساب قطر و تركيا المتحالفين مع اسرائيل ضد مصلحة السودان. #السودان_والتطب_مع_إسرائيل #الخرطوم @SJNET	No	212
1225088349016411904	الخطوة الخاطئه التي قام بها البرهان تخدم مصلحة #اسرائيل أكثر من السودان عبر فتح المجال الجوى مما يربط اوغندا وجنوب السودان مع اسرائيل أما السودان لم يحصل حتى على وعد من واشنطن ب #رفع_العقوبات فالاخيرة مازال لديها المزيد من المطالب التى لم تتحقق #سودانيون_ضد_التطب	No	265
1225088735525637888	الشعب هو من سيتخذ القرار   اجتمعوا كما تشاؤون ، و اوجدو المزايا و العيوب للتطب مع الاوغاد ! و حين اعلان قرار التطب فستذهبوا الى السجن حبيسا و سنخرج البشير الى القدس زعيما . احترموا ثورتنا فالشعب هو من يقرر ! #لقاء_البرهان_ونتنياهو	No	261
1225088973044928512	برا حرية وتغيير برا تجمع مهنيين برا حمدوك ولا جن احمر الشئ المتأكدين منو وعارفنو كوييس عسكري ما بحكم البلد دي تاني ما دا في نفس بخش وبطلع في اي سوداني حر . تبا لكم . #لقاء_البرهان_ونتنياهو	No	188
1225089469117878272	لقاء البرهان ونتنياهو: "خيانة" أم "تحقيق لمصالح مشتركة"؟	No	80
1225089875634016256	علاقة قذرة تجمع بين قطر و اسرائيل ضد #السودان من اجل السيطرة عليها و نهب ثرواتها و اسقاط الحكومة الانتقاليه. #السودان_والتطب_مع_إسرائيل @SUNA_AGENCY	No	174
1225091005311016704	مؤتمر صحفي لتيار نصرة الشرة ودولة القانون لتوضيح موقفه حول التطب مع إسرائيل #السودان_يطبع_مع_اسرائيل #طيبة #السودان	No	143
